id;Region1;Region2;Region3;Region4;Topic;IndicatorID;IndicatorName;Unit;Y2017;Y2016;Y2015;Y2014;Y2013;Y2012;Y2011;Y2010;Y2009;Y2008;Y2007;Y2006;Region1id;Region2id;Region3id;Region4id;FinalRegionID;Source
6559102;г. Москва;Арбат;;;Бытовое обслуживание населения;12574;Число кресел в парикмахерских;единица;;;332;332;332;332;238;238;252;189;;;18;6183;;;6183;myData.biz
6559087;г. Москва;Арбат;;;Бытовое обслуживание населения;1;Число объектов бытового обслуживания населения, оказывающих услуги -- всего;единица;;;89;89;89;89;83;83;75;95;;;18;6183;;;6183;myData.biz
6559093;г. Москва;Арбат;;;Бытовое обслуживание населения;14;Число объектов бытового обслуживания населения, оказывающих услуги -- Прочие услуги бытового характера;единица;;;26;26;26;26;23;23;5;10;;;18;6183;;;6183;myData.biz
6559090;г. Москва;Арбат;;;Бытовое обслуживание населения;46283;Число объектов бытового обслуживания населения, оказывающих услуги -- Ремонт и пошив швейных,меховых и кожаных изделий,головных уборов и изделий текстильной галантерии,ремонт,пошив и вязание трикотажных изделий;единица;;;8;8;8;8;7;7;8;10;6;;18;6183;;;6183;myData.biz
6559091;г. Москва;Арбат;;;Бытовое обслуживание населения;46284;Число объектов бытового обслуживания населения, оказывающих услуги -- Ремонт и техническое обслуживание бытовой радиоэлектронной аппаратуры,бытовых машин и приборов,ремонт и изготовление металлоизделий;единица;;;5;5;5;5;5;5;2;14;1;;18;6183;;;6183;myData.biz
6559089;г. Москва;Арбат;;;Бытовое обслуживание населения;2;Число объектов бытового обслуживания населения, оказывающих услуги -- Ремонт, окраска и пошив обуви;единица;;;2;2;2;2;2;2;9;15;9;;18;6183;;;6183;myData.biz
6559088;г. Москва;Арбат;;;Бытовое обслуживание населения;46282;Число объектов бытового обслуживания населения, оказывающих услуги -- услуги парикмахерских;единица;;;40;40;40;40;38;38;42;36;28;;18;6183;;;6183;myData.biz
6559092;г. Москва;Арбат;;;Бытовое обслуживание населения;46286;Число объектов бытового обслуживания населения, оказывающих услуги -- Фотоателье,фото-и кинолаборатории;единица;;;8;8;8;8;8;8;9;10;8;;18;6183;;;6183;myData.biz
6559094;г. Москва;Арбат;;;Бытовое обслуживание населения;15;Число приемных пунктов бытового обслуживания населения, принимающих заказы от населения на оказание услуг -- всего;единица;;;40;40;40;41;39;39;37;58;;;18;6183;;;6183;myData.biz
6559101;г. Москва;Арбат;;;Бытовое обслуживание населения;26;Число приемных пунктов бытового обслуживания населения, принимающих заказы от населения на оказание услуг -- Прочие услуги бытового характера;единица;;;8;8;8;8;7;7;4;7;;;18;6183;;;6183;myData.biz
6559098;г. Москва;Арбат;;;Бытовое обслуживание населения;46287;Число приемных пунктов бытового обслуживания населения, принимающих заказы от населения на оказание услуг -- Ремонт и пошив швейных,меховых и кожаных изделий,головных уборов и изделий текстильной галантерии,ремонт,пошив и вязание трикотажных изделий;единица;;;8;8;8;8;7;7;8;10;6;;18;6183;;;6183;myData.biz
6559099;г. Москва;Арбат;;;Бытовое обслуживание населения;46288;Число приемных пунктов бытового обслуживания населения, принимающих заказы от населения на оказание услуг -- Ремонт и техническое обслуживание бытовой радиоэлектронной аппаратуры,бытовых машин и приборов,ремонт и изготовление металлоизделий;единица;;;4;4;4;5;5;5;4;7;1;;18;6183;;;6183;myData.biz
6559097;г. Москва;Арбат;;;Бытовое обслуживание населения;16;Число приемных пунктов бытового обслуживания населения, принимающих заказы от населения на оказание услуг -- Ремонт, окраска и пошив обуви;единица;;;2;2;2;2;2;2;5;15;9;;18;6183;;;6183;myData.biz
6559096;г. Москва;Арбат;;;Бытовое обслуживание населения;21;Число приемных пунктов бытового обслуживания населения, принимающих заказы от населения на оказание услуг -- услуги прачечных;единица;;;9;9;9;9;9;9;8;7;2;;18;6183;;;6183;myData.biz
6559100;г. Москва;Арбат;;;Бытовое обслуживание населения;46289;Число приемных пунктов бытового обслуживания населения, принимающих заказы от населения на оказание услуг -- Фотоателье,фото-и кинолаборатории;единица;;;;;;;;;;5;8;;18;6183;;;6183;myData.biz
6559095;г. Москва;Арбат;;;Бытовое обслуживание населения;20;Число приемных пунктов бытового обслуживания населения, принимающих заказы от населения на оказание услуг -- химическая чистка и крашение;единица;;;9;9;9;9;9;9;8;7;6;;18;6183;;;6183;myData.biz
6561185;г. Москва;Арбат;;;Закупки товаров для государственных и муниципальных нужд;6125;Затраты заказчика на организацию размещения заказов на поставки товаров, выполнение работ, оказание услуг -- Всего;тысяча рублей;;;;;;;;;;18;;;18;6183;;;6183;myData.biz
6561186;г. Москва;Арбат;;;Закупки товаров для государственных и муниципальных нужд;6130;Затраты заказчика на организацию размещения заказов на поставки товаров, выполнение работ, оказание услуг -- Запрос котировок;тысяча рублей;;;;;;;;;;18;;;18;6183;;;6183;myData.biz
6561224;г. Москва;Арбат;;;Закупки товаров для государственных и муниципальных нужд;10841;Количество заключенных контрактов и договоров по результатам несостоявшихся торгов (лотов) и запросов котировок с одной заявкой или без нее -- Всего;единица;;;;;;16;;;;;;;18;6183;;;6183;myData.biz
6561225;г. Москва;Арбат;;;Закупки товаров для государственных и муниципальных нужд;45475;Количество заключенных контрактов и договоров по результатам несостоявшихся торгов (лотов) и запросов котировок с одной заявкой или без нее -- Всего без учета закупок;единица;;;;;;2;;;;;;;18;6183;;;6183;myData.biz
6561226;г. Москва;Арбат;;;Закупки товаров для государственных и муниципальных нужд;10845;Количество заключенных контрактов и договоров по результатам несостоявшихся торгов (лотов) и запросов котировок с одной заявкой или без нее -- Открытые аукционы в электронной форме;единица;;;;;;14;;;;;;;18;6183;;;6183;myData.biz
6561163;г. Москва;Арбат;;;Закупки товаров для государственных и муниципальных нужд;22410;Количество заключенных контрактов и сделок по торгам и другим способам размещения заказов на поставки товаров, выполнение работ, оказание услуг -- Всего;единица;;;;;19;;8;7;4;6;;;18;6183;;;6183;myData.biz
6561164;г. Москва;Арбат;;;Закупки товаров для государственных и муниципальных нужд;45320;Количество заключенных контрактов и сделок по торгам и другим способам размещения заказов на поставки товаров, выполнение работ, оказание услуг -- Всего без учета закупок;единица;;;;;;;8;7;;;;;18;6183;;;6183;myData.biz
6561166;г. Москва;Арбат;;;Закупки товаров для государственных и муниципальных нужд;22413;Количество заключенных контрактов и сделок по торгам и другим способам размещения заказов на поставки товаров, выполнение работ, оказание услуг -- Запрос котировок;единица;;;;;16;;2;7;4;6;;;18;6183;;;6183;myData.biz
6561165;г. Москва;Арбат;;;Закупки товаров для государственных и муниципальных нужд;22663;Количество заключенных контрактов и сделок по торгам и другим способам размещения заказов на поставки товаров, выполнение работ, оказание услуг -- Открытые конкурсы;единица;;;;;3;;6;;;;;;18;6183;;;6183;myData.biz
6561187;г. Москва;Арбат;;;Закупки товаров для государственных и муниципальных нужд;45370;Количество заключенных контрактов и сделок по торгам и другим способам размещения заказов на поставки товаров, выполнение работ, оказание услуг  с отечественными участниками торгов -- Всего -- Отечественные участники торгов-всего;единица;;;;;19;16;8;7;4;;;;18;6183;;;6183;myData.biz
6561188;г. Москва;Арбат;;;Закупки товаров для государственных и муниципальных нужд;45372;Количество заключенных контрактов и сделок по торгам и другим способам размещения заказов на поставки товаров, выполнение работ, оказание услуг  с отечественными участниками торгов -- Всего без учета закупок -- Отечественные участники торгов-всего;единица;;;;;;2;8;7;;;;;18;6183;;;6183;myData.biz
6561191;г. Москва;Арбат;;;Закупки товаров для государственных и муниципальных нужд;45392;Количество заключенных контрактов и сделок по торгам и другим способам размещения заказов на поставки товаров, выполнение работ, оказание услуг  с отечественными участниками торгов -- Запрос котировок -- Отечественные участники торгов-всего;единица;;;;;16;;2;7;4;;;;18;6183;;;6183;myData.biz
6561190;г. Москва;Арбат;;;Закупки товаров для государственных и муниципальных нужд;45383;Количество заключенных контрактов и сделок по торгам и другим способам размещения заказов на поставки товаров, выполнение работ, оказание услуг  с отечественными участниками торгов -- Открытые аукционы в электронной форме -- Отечественные участники торгов-всего;единица;;;;;;14;;;;;;;18;6183;;;6183;myData.biz
6561189;г. Москва;Арбат;;;Закупки товаров для государственных и муниципальных нужд;45376;Количество заключенных контрактов и сделок по торгам и другим способам размещения заказов на поставки товаров, выполнение работ, оказание услуг  с отечественными участниками торгов -- Открытые конкурсы -- Отечественные участники торгов-всего;единица;;;;;3;;6;;;;;;18;6183;;;6183;myData.biz
6561199;г. Москва;Арбат;;;Закупки товаров для государственных и муниципальных нужд;5018;Количество заявок отечественных участников торгов, выигравших торги (лоты) и другие способы закупок -- Всего -- Всего;единица;;;;;21;;8;7;;;;;18;6183;;;6183;myData.biz
6561200;г. Москва;Арбат;;;Закупки товаров для государственных и муниципальных нужд;7914;Количество заявок отечественных участников торгов, выигравших торги (лоты) и другие способы закупок -- Всего -- Заявки организаций инвалидов;единица;;;;;;16;;;;;;;18;6183;;;6183;myData.biz
6561201;г. Москва;Арбат;;;Закупки товаров для государственных и муниципальных нужд;45408;Количество заявок отечественных участников торгов, выигравших торги (лоты) и другие способы закупок -- Всего без учета закупок -- Всего;единица;;;;;;;8;7;;;;;18;6183;;;6183;myData.biz
6561202;г. Москва;Арбат;;;Закупки товаров для государственных и муниципальных нужд;45410;Количество заявок отечественных участников торгов, выигравших торги (лоты) и другие способы закупок -- Всего без учета закупок -- Заявки организаций инвалидов;единица;;;;;;2;;;;;;;18;6183;;;6183;myData.biz
6561205;г. Москва;Арбат;;;Закупки товаров для государственных и муниципальных нужд;5026;Количество заявок отечественных участников торгов, выигравших торги (лоты) и другие способы закупок -- Запрос котировок -- Всего;единица;;;;;18;;2;7;;;;;18;6183;;;6183;myData.biz
6561204;г. Москва;Арбат;;;Закупки товаров для государственных и муниципальных нужд;7918;Количество заявок отечественных участников торгов, выигравших торги (лоты) и другие способы закупок -- Открытые аукционы в электронной форме -- Заявки организаций инвалидов;единица;;;;;;14;;;;;;;18;6183;;;6183;myData.biz
6561203;г. Москва;Арбат;;;Закупки товаров для государственных и муниципальных нужд;5021;Количество заявок отечественных участников торгов, выигравших торги (лоты) и другие способы закупок -- Открытые конкурсы -- Всего;единица;;;;;3;;6;;;;;;18;6183;;;6183;myData.biz
6561178;г. Москва;Арбат;;;Закупки товаров для государственных и муниципальных нужд;4945;Количество заявок участников, выигравших торги (лоты) и другие способы размещения заказов -- Всего;единица;;;;;21;;8;7;4;6;;;18;6183;;;6183;myData.biz
6561179;г. Москва;Арбат;;;Закупки товаров для государственных и муниципальных нужд;45342;Количество заявок участников, выигравших торги (лоты) и другие способы размещения заказов -- Всего без учета закупок;единица;;;;;;;8;7;;;;;18;6183;;;6183;myData.biz
6561181;г. Москва;Арбат;;;Закупки товаров для государственных и муниципальных нужд;4950;Количество заявок участников, выигравших торги (лоты) и другие способы размещения заказов -- Запрос котировок;единица;;;;;18;;2;7;4;6;;;18;6183;;;6183;myData.biz
6561180;г. Москва;Арбат;;;Закупки товаров для государственных и муниципальных нужд;4947;Количество заявок участников, выигравших торги (лоты) и другие способы размещения заказов -- Открытые конкурсы;единица;;;;;3;;6;;;;;;18;6183;;;6183;myData.biz
6561192;г. Москва;Арбат;;;Закупки товаров для государственных и муниципальных нужд;5005;Количество заявок, поданных отечественными участниками торгов для участия в торгах (лотах)  и закупках -- Всего -- Всего;единица;;;;;37;;21;18;;;;;18;6183;;;6183;myData.biz
6561193;г. Москва;Арбат;;;Закупки товаров для государственных и муниципальных нужд;7906;Количество заявок, поданных отечественными участниками торгов для участия в торгах (лотах)  и закупках -- Всего -- Заявки организаций инвалидов;единица;;;;;;39;;;;;;;18;6183;;;6183;myData.biz
6561194;г. Москва;Арбат;;;Закупки товаров для государственных и муниципальных нужд;45404;Количество заявок, поданных отечественными участниками торгов для участия в торгах (лотах)  и закупках -- Всего без учета закупок -- Всего;единица;;;;;;;21;18;;;;;18;6183;;;6183;myData.biz
6561195;г. Москва;Арбат;;;Закупки товаров для государственных и муниципальных нужд;45405;Количество заявок, поданных отечественными участниками торгов для участия в торгах (лотах)  и закупках -- Всего без учета закупок -- Заявки организаций инвалидов;единица;;;;;;2;;;;;;;18;6183;;;6183;myData.biz
6561198;г. Москва;Арбат;;;Закупки товаров для государственных и муниципальных нужд;5013;Количество заявок, поданных отечественными участниками торгов для участия в торгах (лотах)  и закупках -- Запрос котировок -- Всего;единица;;;;;34;;5;18;;;;;18;6183;;;6183;myData.biz
6561197;г. Москва;Арбат;;;Закупки товаров для государственных и муниципальных нужд;7910;Количество заявок, поданных отечественными участниками торгов для участия в торгах (лотах)  и закупках -- Открытые аукционы в электронной форме -- Заявки организаций инвалидов;единица;;;;;;37;;;;;;;18;6183;;;6183;myData.biz
6561196;г. Москва;Арбат;;;Закупки товаров для государственных и муниципальных нужд;5008;Количество заявок, поданных отечественными участниками торгов для участия в торгах (лотах)  и закупках -- Открытые конкурсы -- Всего;единица;;;;;3;;16;;;;;;18;6183;;;6183;myData.biz
6561182;г. Москва;Арбат;;;Закупки товаров для государственных и муниципальных нужд;4953;Количество обжалований по размещению заказов -- Всего;единица;;;;;;16;;;;;;;18;6183;;;6183;myData.biz
6561183;г. Москва;Арбат;;;Закупки товаров для государственных и муниципальных нужд;45343;Количество обжалований по размещению заказов -- Всего без учета закупок;единица;;;;;;2;;;;;;;18;6183;;;6183;myData.biz
6561184;г. Москва;Арбат;;;Закупки товаров для государственных и муниципальных нужд;6123;Количество обжалований по размещению заказов -- Открытые аукционы в электронной форме;единица;;;;;;14;;;;;;;18;6183;;;6183;myData.biz
6561221;г. Москва;Арбат;;;Закупки товаров для государственных и муниципальных нужд;25482;Количество торгов (лотов), других способов размещения заказов, которые не привели к заключению контрактов из-за отказа от заключения контрактов -- Всего;единица;;;;;;;;2852;;;;;18;6183;;;6183;myData.biz
6561222;г. Москва;Арбат;;;Закупки товаров для государственных и муниципальных нужд;45466;Количество торгов (лотов), других способов размещения заказов, которые не привели к заключению контрактов из-за отказа от заключения контрактов -- Всего без учета закупок;единица;;;;;;;;2852;;;;;18;6183;;;6183;myData.biz
6561223;г. Москва;Арбат;;;Закупки товаров для государственных и муниципальных нужд;25486;Количество торгов (лотов), других способов размещения заказов, которые не привели к заключению контрактов из-за отказа от заключения контрактов -- Запрос котировок;единица;;;;;;;;2852;;;;;18;6183;;;6183;myData.biz
6561173;г. Москва;Арбат;;;Закупки товаров для государственных и муниципальных нужд;4917;Не допущено заявок к участию в торгах (лотах)  и закупках -- Всего -- Заявка не отвечала требованиям, предусмотренным документацией по торгам, извещением по запросу котировок;единица;;;;;;;3;;;;;;18;6183;;;6183;myData.biz
6561172;г. Москва;Арбат;;;Закупки товаров для государственных и муниципальных нужд;4915;Не допущено заявок к участию в торгах (лотах)  и закупках -- Всего -- Участником предоставлены недостоверные сведения или не представлены  документы, определенные Законом;единица;;;;;;;3;;;;;;18;6183;;;6183;myData.biz
6561175;г. Москва;Арбат;;;Закупки товаров для государственных и муниципальных нужд;45334;Не допущено заявок к участию в торгах (лотах)  и закупках -- Всего без учета закупок -- Заявка не отвечала требованиям, предусмотренным документацией по торгам, извещением по запросу котировок;единица;;;;;;;3;;;;;;18;6183;;;6183;myData.biz
6561174;г. Москва;Арбат;;;Закупки товаров для государственных и муниципальных нужд;45330;Не допущено заявок к участию в торгах (лотах)  и закупках -- Всего без учета закупок -- Участником предоставлены недостоверные сведения или не представлены  документы, определенные Законом;единица;;;;;;;3;;;;;;18;6183;;;6183;myData.biz
6561177;г. Москва;Арбат;;;Закупки товаров для государственных и муниципальных нужд;4924;Не допущено заявок к участию в торгах (лотах)  и закупках -- Открытые конкурсы -- Заявка не отвечала требованиям, предусмотренным документацией по торгам, извещением по запросу котировок;единица;;;;;;;3;;;;;;18;6183;;;6183;myData.biz
6561176;г. Москва;Арбат;;;Закупки товаров для государственных и муниципальных нужд;4922;Не допущено заявок к участию в торгах (лотах)  и закупках -- Открытые конкурсы -- Участником предоставлены недостоверные сведения или не представлены  документы, определенные Законом;единица;;;;;;;3;;;;;;18;6183;;;6183;myData.biz
6561227;г. Москва;Арбат;;;Закупки товаров для государственных и муниципальных нужд;5175;Общая стоимость заключенных контрактов и договоров по результатам несостоявшихся торгов (лотов) и запросов котировок, на которые не было подано заявок или подана одна заявка -- Всего;тысяча рублей;;;;;;6130;;;;;;;18;6183;;;6183;myData.biz
6561228;г. Москва;Арбат;;;Закупки товаров для государственных и муниципальных нужд;45486;Общая стоимость заключенных контрактов и договоров по результатам несостоявшихся торгов (лотов) и запросов котировок, на которые не было подано заявок или подана одна заявка -- Всего без учета закупок;тысяча рублей;;;;;;1960;;;;;;;18;6183;;;6183;myData.biz
6561229;г. Москва;Арбат;;;Закупки товаров для государственных и муниципальных нужд;5179;Общая стоимость заключенных контрактов и договоров по результатам несостоявшихся торгов (лотов) и запросов котировок, на которые не было подано заявок или подана одна заявка -- Открытые аукционы в электронной форме;тысяча рублей;;;;;;4170;;;;;;;18;6183;;;6183;myData.biz
6561211;г. Москва;Арбат;;;Закупки товаров для государственных и муниципальных нужд;22443;Общая стоимость заключенных контрактов и сделок  на размещение заказов на поставки товаров, выполнение работ, оказание услуг -- Всего;тысяча рублей;;;;;8658;;937;2750;1795;1816;;;18;6183;;;6183;myData.biz
6561212;г. Москва;Арбат;;;Закупки товаров для государственных и муниципальных нужд;45416;Общая стоимость заключенных контрактов и сделок  на размещение заказов на поставки товаров, выполнение работ, оказание услуг -- Всего без учета закупок;тысяча рублей;;;;;;;937;2750;;;;;18;6183;;;6183;myData.biz
6561214;г. Москва;Арбат;;;Закупки товаров для государственных и муниципальных нужд;22446;Общая стоимость заключенных контрактов и сделок  на размещение заказов на поставки товаров, выполнение работ, оказание услуг -- Запрос котировок;тысяча рублей;;;;;4477;;937;2750;1795;1816;;;18;6183;;;6183;myData.biz
6561213;г. Москва;Арбат;;;Закупки товаров для государственных и муниципальных нужд;22671;Общая стоимость заключенных контрактов и сделок  на размещение заказов на поставки товаров, выполнение работ, оказание услуг -- Открытые конкурсы;тысяча рублей;;;;;4181;;;;;;;;18;6183;;;6183;myData.biz
6561217;г. Москва;Арбат;;;Закупки товаров для государственных и муниципальных нужд;45433;Общая стоимость заключенных контрактов и сделок  на размещение заказов на поставки товаров, выполнение работ, оказание услуг с отечественными участниками торгов -- Всего -- Отечественные участники торгов-всего;тысяча рублей;;;;;8658;;937;2750;1795;;;;18;6183;;;6183;myData.biz
6561218;г. Москва;Арбат;;;Закупки товаров для государственных и муниципальных нужд;45434;Общая стоимость заключенных контрактов и сделок  на размещение заказов на поставки товаров, выполнение работ, оказание услуг с отечественными участниками торгов -- Всего без учета закупок -- Отечественные участники торгов-всего;тысяча рублей;;;;;;;937;2750;;;;;18;6183;;;6183;myData.biz
6561220;г. Москва;Арбат;;;Закупки товаров для государственных и муниципальных нужд;45447;Общая стоимость заключенных контрактов и сделок  на размещение заказов на поставки товаров, выполнение работ, оказание услуг с отечественными участниками торгов -- Запрос котировок -- Отечественные участники торгов-всего;тысяча рублей;;;;;4477;;937;2750;1795;;;;18;6183;;;6183;myData.biz
6561219;г. Москва;Арбат;;;Закупки товаров для государственных и муниципальных нужд;45439;Общая стоимость заключенных контрактов и сделок  на размещение заказов на поставки товаров, выполнение работ, оказание услуг с отечественными участниками торгов -- Открытые конкурсы -- Отечественные участники торгов-всего;тысяча рублей;;;;;4181;;;;;;;;18;6183;;;6183;myData.biz
6561215;г. Москва;Арбат;;;Закупки товаров для государственных и муниципальных нужд;5061;Общая стоимость предложений победителей торгов (лотов) и других способов размещения заказов  на поставки товаров, выполнение работ, оказание услуг -- Всего;тысяча рублей;;;;;;;;;1795;1816;;;18;6183;;;6183;myData.biz
6561216;г. Москва;Арбат;;;Закупки товаров для государственных и муниципальных нужд;5064;Общая стоимость предложений победителей торгов (лотов) и других способов размещения заказов  на поставки товаров, выполнение работ, оказание услуг -- Запрос котировок;тысяча рублей;;;;;;;;;1795;1816;;;18;6183;;;6183;myData.biz
6561167;г. Москва;Арбат;;;Закупки товаров для государственных и муниципальных нужд;4906;Общее количество заявок, поданных для участия  в торгах (лотах) и закупках -- Всего;единица;;;;;37;39;21;18;11;13;;;18;6183;;;6183;myData.biz
6561168;г. Москва;Арбат;;;Закупки товаров для государственных и муниципальных нужд;45329;Общее количество заявок, поданных для участия  в торгах (лотах) и закупках -- Всего без учета закупок;единица;;;;;;2;21;18;;;;;18;6183;;;6183;myData.biz
6561171;г. Москва;Арбат;;;Закупки товаров для государственных и муниципальных нужд;4911;Общее количество заявок, поданных для участия  в торгах (лотах) и закупках -- Запрос котировок;единица;;;;;34;;5;18;11;13;;;18;6183;;;6183;myData.biz
6561170;г. Москва;Арбат;;;Закупки товаров для государственных и муниципальных нужд;4910;Общее количество заявок, поданных для участия  в торгах (лотах) и закупках -- Открытые аукционы в электронной форме;единица;;;;;;37;;;;;;;18;6183;;;6183;myData.biz
6561169;г. Москва;Арбат;;;Закупки товаров для государственных и муниципальных нужд;4908;Общее количество заявок, поданных для участия  в торгах (лотах) и закупках -- Открытые конкурсы;единица;;;;;3;;16;;;;;;18;6183;;;6183;myData.biz
6561158;г. Москва;Арбат;;;Закупки товаров для государственных и муниципальных нужд;4876;Проведено торгов (лотов) и других способов размещения заказов на поставки товаров, выполнение работ, оказание услуг -- Всего;единица;;;;;21;16;8;7;4;6;;;18;6183;;;6183;myData.biz
6561159;г. Москва;Арбат;;;Закупки товаров для государственных и муниципальных нужд;45319;Проведено торгов (лотов) и других способов размещения заказов на поставки товаров, выполнение работ, оказание услуг -- Всего без учета закупок;единица;;;;;;2;8;7;;;;;18;6183;;;6183;myData.biz
6561162;г. Москва;Арбат;;;Закупки товаров для государственных и муниципальных нужд;4881;Проведено торгов (лотов) и других способов размещения заказов на поставки товаров, выполнение работ, оказание услуг -- Запрос котировок;единица;;;;;18;;2;7;4;6;;;18;6183;;;6183;myData.biz
6561161;г. Москва;Арбат;;;Закупки товаров для государственных и муниципальных нужд;4880;Проведено торгов (лотов) и других способов размещения заказов на поставки товаров, выполнение работ, оказание услуг -- Открытые аукционы в электронной форме;единица;;;;;;14;;;;;;;18;6183;;;6183;myData.biz
6561160;г. Москва;Арбат;;;Закупки товаров для государственных и муниципальных нужд;4878;Проведено торгов (лотов) и других способов размещения заказов на поставки товаров, выполнение работ, оказание услуг -- Открытые конкурсы;единица;;;;;3;;6;;;;;;18;6183;;;6183;myData.biz
6561230;г. Москва;Арбат;;;Закупки товаров для государственных и муниципальных нужд;7956;Стоимость контрактов, заключенных со вторым участником при расторжении их с победителем торгов, запросов котировок -- Всего;тысяча рублей;;;;;;6130;;;;;;;18;6183;;;6183;myData.biz
6561231;г. Москва;Арбат;;;Закупки товаров для государственных и муниципальных нужд;45489;Стоимость контрактов, заключенных со вторым участником при расторжении их с победителем торгов, запросов котировок -- Всего без учета закупок;тысяча рублей;;;;;;1960;;;;;;;18;6183;;;6183;myData.biz
6561232;г. Москва;Арбат;;;Закупки товаров для государственных и муниципальных нужд;7959;Стоимость контрактов, заключенных со вторым участником при расторжении их с победителем торгов, запросов котировок -- Открытые аукционы в электронной форме;тысяча рублей;;;;;;4170;;;;;;;18;6183;;;6183;myData.biz
6561206;г. Москва;Арбат;;;Закупки товаров для государственных и муниципальных нужд;5031;Суммарная начальная цена контрактов (лотов), выставленных на торги, и сумма контрактов (сделок)  по другим способам размещения заказов -- Всего;тысяча рублей;;;;;9766;6870;937;2852;1838;1816;;;18;6183;;;6183;myData.biz
6561207;г. Москва;Арбат;;;Закупки товаров для государственных и муниципальных нужд;45413;Суммарная начальная цена контрактов (лотов), выставленных на торги, и сумма контрактов (сделок)  по другим способам размещения заказов -- Всего без учета закупок;тысяча рублей;;;;;;1960;937;2852;;;;;18;6183;;;6183;myData.biz
6561210;г. Москва;Арбат;;;Закупки товаров для государственных и муниципальных нужд;5036;Суммарная начальная цена контрактов (лотов), выставленных на торги, и сумма контрактов (сделок)  по другим способам размещения заказов -- Запрос котировок;тысяча рублей;;;;;5530;;937;2852;1838;1816;;;18;6183;;;6183;myData.biz
6561209;г. Москва;Арбат;;;Закупки товаров для государственных и муниципальных нужд;5035;Суммарная начальная цена контрактов (лотов), выставленных на торги, и сумма контрактов (сделок)  по другим способам размещения заказов -- Открытые аукционы в электронной форме;тысяча рублей;;;;;;4910;;;;;;;18;6183;;;6183;myData.biz
6561208;г. Москва;Арбат;;;Закупки товаров для государственных и муниципальных нужд;5033;Суммарная начальная цена контрактов (лотов), выставленных на торги, и сумма контрактов (сделок)  по другим способам размещения заказов -- Открытые конкурсы;тысяча рублей;;;;;4236;;;;;;;;18;6183;;;6183;myData.biz
6560827;г. Москва;Арбат;;;Занятость и заработная плата;44505;Среднемесячная заработная плата муниципальных служащих -- Администрации (исполнительно-распорядительные органы) внутригородских территорий городов федерального значения -- всего -- январь-декабрь;рубль;;144083,3;92628,6;74776;82530,3;60918,1;;;;;;;18;6183;;;6183;myData.biz
6560826;г. Москва;Арбат;;;Занятость и заработная плата;3601;Среднемесячная заработная плата муниципальных служащих -- Местные администрации (исполнительно-распорядительные органы муниципальных образований) - всего -- всего -- январь-декабрь;рубль;;144083,3;92628,6;74776;82530,3;60918,1;;;;;;;18;6183;;;6183;myData.biz
